39, 13, Never-married, Adm-clerical, Not-in-family, White, 0, 40, United-States, <=50K
58,9, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
52,10, Married-civ-spouse, Tech-support, Husband, White,0,40, United-States, <=50K
34,9, Never-married, Adm-clerical, Own-child, White,0,40, United-States, <=50K
20,10, Never-married, Prof-specialty, Other-relative, Black,0,20, United-States, <=50K
25,10, Never-married, ?, Not-in-family, White,0,40, United-States, <=50K
46,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
54,10, Divorced, Exec-managerial, Not-in-family, White,0,40, United-States, <=50K
43,14, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
25,5, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, Mexico, <=50K
21,12, Never-married, Adm-clerical, Not-in-family, White,0,25, United-States, <=50K
65,10, Divorced, Prof-specialty, Not-in-family, White,0,50, United-States, >50K
37,9, Divorced, Other-service, Not-in-family, White,0,40, United-States, <=50K
29,9, Divorced, Other-service, Not-in-family, White,0,40, United-States, >50K
44,13, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
37,10, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, >50K
38,10, Married-civ-spouse, Other-service, Wife, Black,0,40, United-States, <=50K
35,10, Married-civ-spouse, Sales, Husband, White,0,70, United-States, <=50K
32,9, Married-civ-spouse, Adm-clerical, Husband, White,0,40, United-States, <=50K
44,10, Separated, Sales, Unmarried, White,0,60, United-States, <=50K
39,13, Married-civ-spouse, ?, Wife, White,0,30, United-States, <=50K
23,10, Never-married, Other-service, Other-relative, White,0,25, United-States, <=50K
25,13, Never-married, Sales, Not-in-family, White,0,45, United-States, >50K
23,10, Never-married, Sales, Own-child, White,0,28, United-States, <=50K
47,10, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
47,7, Divorced, Craft-repair, Not-in-family, White,0,45, United-States, <=50K
25,9, Never-married, Handlers-cleaners, Not-in-family, White,0,40, United-States, <=50K
35,10, Married-civ-spouse, Craft-repair, Husband, White,0,45, United-States, <=50K
68,4, Married-civ-spouse, ?, Husband, Amer-Indian-Eskimo,0,40, United-States, <=50K
50,11, Married-civ-spouse, Tech-support, Husband, White,0,40, United-States, >50K
47,9, Divorced, Machine-op-inspct, Unmarried, White,0,40, United-States, <=50K
35,16, Married-civ-spouse, Exec-managerial, Husband, White,0,45, United-States, >50K
24,9, Never-married, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
21,9, Never-married, Machine-op-inspct, Own-child, White,0,40, United-States, <=50K
35,13, Divorced, Prof-specialty, Not-in-family, White,0,40, United-States, >50K
30,13, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander,0,40, Philippines, <=50K
17,7, Never-married, Other-service, Own-child, Black,0,20, United-States, <=50K
49,9, Separated, ?, Unmarried, White,0,40, Columbia, <=50K
27,3, Never-married, Other-service, Not-in-family, White,0,60, El-Salvador, <=50K
22,9, Never-married, Sales, Own-child, Black,0,15, United-States, <=50K
22,10, Never-married, Adm-clerical, Own-child, White,0,40, United-States, <=50K
50,9, Married-civ-spouse, Craft-repair, Husband, White,0,2, United-States, <=50K
51,11, Married-civ-spouse, Tech-support, Husband, White,0,38, United-States, >50K
27,13, Married-civ-spouse, Tech-support, Husband, White,0,30, United-States, <=50K
27,13, Never-married, Prof-specialty, Not-in-family, White,0,20, United-States, <=50K
23,4, Divorced, ?, Not-in-family, White,0,35, United-States, <=50K
20,9, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
42,9, Married-civ-spouse, Exec-managerial, Husband, White,0,48, United-States, <=50K
32,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
45,13, Married-civ-spouse, Exec-managerial, Husband, White,0,38, United-States, >50K
35,4, Widowed, Other-service, Unmarried, White,0,80, United-States, <=50K
22,9, Married-civ-spouse, Craft-repair, Own-child, White,0,40, United-States, <=50K
34,10, Never-married, Adm-clerical, Unmarried, White,0,38, United-States, <=50K
28,13, Never-married, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
38,13, Divorced, Priv-house-serv, Unmarried, White,0,24, United-States, <=50K
48,10, Married-civ-spouse, Protective-serv, Husband, White,0,42, United-States, >50K
22,10, Never-married, ?, Not-in-family, White,0,40, United-States, <=50K
34,14, Married-civ-spouse, Craft-repair, Husband, White,0,40, Mexico, <=50K
25,9, Married-civ-spouse, Adm-clerical, Wife, White,0,50, United-States, >50K
23,9, Never-married, Prof-specialty, Not-in-family, White,0,40, United-States, <=50K
38,10, Married-civ-spouse, Sales, Husband, White,0,60, United-States, >50K
43,9, Never-married, Other-service, Unmarried, Black,0,40, United-States, <=50K
49,9, Married-civ-spouse, Machine-op-inspct, Husband, Black,0,40, United-States, >50K
23,10, Divorced, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
57,9, Divorced, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
24,13, Never-married, Tech-support, Own-child, White,0,40, United-States, <=50K
44,10, Married-civ-spouse, Craft-repair, Husband, White,0,58, United-States, >50K
34,12, Divorced, Craft-repair, Not-in-family, White,0,50, United-States, <=50K
29,10, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, <=50K
29,7, Never-married, Other-service, Unmarried, Black,0,40, United-States, <=50K
35,9, Married-civ-spouse, Transport-moving, Husband, White,0,50, United-States, >50K
48,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
38,9, Never-married, Craft-repair, Not-in-family, White,0,36, United-States, <=50K
42,9, Divorced, Protective-serv, Unmarried, White,0,50, United-States, <=50K
53,10, Widowed, Exec-managerial, Unmarried, White,0,40, United-States, <=50K
29,15, Never-married, Prof-specialty, Not-in-family, White,0,55, United-States, <=50K
59,13, Married-civ-spouse, Sales, Husband, White,0,72, United-States, <=50K
31,9, Never-married, Craft-repair, Unmarried, White,0,40, United-States, <=50K
34,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
51,13, Divorced, Exec-managerial, Not-in-family, White,2559,50, United-States, >50K
25,9, Never-married, Machine-op-inspct, Own-child, White,0,40, United-States, <=50K
28,9, Divorced, ?, Own-child, White,0,10, United-States, <=50K
30,9, Married-civ-spouse, Craft-repair, Husband, White,1848,40, United-States, >50K
46,9, Divorced, Handlers-cleaners, Not-in-family, White,0,48, United-States, <=50K
45,9, Never-married, Other-service, Unmarried, Black,0,40, United-States, <=50K
23,10, Never-married, Exec-managerial, Other-relative, Black,0,40, United-States, <=50K
33,12, Divorced, Machine-op-inspct, Not-in-family, White,0,42, United-States, <=50K
44,13, Married-civ-spouse, Tech-support, Wife, White,0,20, United-States, >50K
25,9, Never-married, Other-service, Own-child, White,0,40, El-Salvador, <=50K
48,10, Divorced, Other-service, Own-child, White,0,40, United-States, <=50K
23,9, Never-married, Sales, Not-in-family, White,0,40, United-States, <=50K
33,11, Married-civ-spouse, Prof-specialty, Wife, White,0,50, United-States, >50K
20,10, Married-civ-spouse, Sales, Other-relative, White,0,30, United-States, <=50K
23,13, Never-married, Prof-specialty, Not-in-family, White,0,40, United-States, <=50K
71,9, Widowed, Adm-clerical, Not-in-family, White,0,40, United-States, <=50K
22,13, Never-married, Prof-specialty, Not-in-family, White,0,40, United-States, <=50K
36,13, Married-civ-spouse, Prof-specialty, Husband, White,0,50, United-States, >50K
27,7, Never-married, Craft-repair, Other-relative, White,0,60, United-States, <=50K
40,9, Never-married, Other-service, Not-in-family, White,0,35, United-States, <=50K
30,10, Divorced, Machine-op-inspct, Unmarried, White,0,50, United-States, <=50K
30,11, Married-civ-spouse, Protective-serv, Husband, White,0,40, United-States, <=50K
30,10, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
35,13, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, <=50K
39,9, Never-married, Adm-clerical, Unmarried, Black,0,40, United-States, <=50K
39,9, Married-civ-spouse, Adm-clerical, Husband, White,0,50, United-States, <=50K
74,3, Married-civ-spouse, Transport-moving, Husband, Black,0,40, United-States, <=50K
32,10, Married-civ-spouse, Exec-managerial, Husband, White,0,50, United-States, >50K
25,9, Married-civ-spouse, Transport-moving, Husband, Black,0,40, United-States, <=50K
64,10, Divorced, Exec-managerial, Unmarried, White,0,40, United-States, <=50K
47,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, >50K
37,13, Married-civ-spouse, Exec-managerial, Wife, White,0,37, United-States, >50K
47,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
33,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, >50K
40,11, Divorced, Prof-specialty, Unmarried, White,0,40, United-States, >50K
22,9, Never-married, Other-service, Not-in-family, Black,0,80, United-States, <=50K
56,9, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
37,9, Never-married, Adm-clerical, Own-child, White,0,55, United-States, <=50K
30,10, Married-civ-spouse, Exec-managerial, Husband, White,0,70, United-States, <=50K
20,8, Never-married, Prof-specialty, Not-in-family, White,0,35, Italy, <=50K
53,14, Married-civ-spouse, Exec-managerial, Husband, White,0,38, United-States, >50K
43,13, Married-civ-spouse, Craft-repair, Husband, White,0,48, United-States, >50K
23,9, Married-civ-spouse, Transport-moving, Husband, White,0,40, United-States, <=50K
43,9, Married-civ-spouse, Craft-repair, Husband, White,0,30, United-States, <=50K
30,9, Never-married, Handlers-cleaners, Own-child, White,0,40, United-States, <=50K
20,10, Never-married, Adm-clerical, Own-child, White,0,46, United-States, <=50K
22,11, Never-married, Craft-repair, Own-child, White,0,40, United-States, <=50K
38,13, Never-married, Exec-managerial, Not-in-family, White,0,50, United-States, <=50K
54,10, Married-civ-spouse, Sales, Husband, White,0,40, United-States, <=50K
23,9, Never-married, Craft-repair, Not-in-family, White,0,40, United-States, <=50K
46,9, Married-civ-spouse, Transport-moving, Husband, Black,0,40, United-States, <=50K
59,6, Married-civ-spouse, Machine-op-inspct, Husband, White,0,40, United-States, <=50K
28,6, Divorced, ?, Not-in-family, White,0,50, United-States, <=50K
18,8, Never-married, ?, Not-in-family, White,0,25, United-States, <=50K
41,11, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
42,11, Married-civ-spouse, Transport-moving, Husband, White,0,48, United-States, <=50K
58,10, Married-civ-spouse, Exec-managerial, Husband, White,0,40, United-States, >50K
24,9, Married-civ-spouse, Sales, Husband, White,0,50, United-States, <=50K
39,13, Married-civ-spouse, Adm-clerical, Husband, White,0,45, United-States, >50K
28,13, Never-married, Tech-support, Not-in-family, White,1980,35, United-States, <=50K
25,14, Never-married, Sales, Not-in-family, White,0,55, United-States, <=50K
29,10, Divorced, Sales, Unmarried, White,0,54, United-States, <=50K
53,3, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
63,9, Married-civ-spouse, Protective-serv, Husband, White,0,40, United-States, <=50K
26,11, Divorced, Exec-managerial, Not-in-family, White,0,38, United-States, <=50K
21,9, Never-married, Handlers-cleaners, Not-in-family, White,0,50, United-States, <=50K
45,10, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
29,11, Never-married, Adm-clerical, Own-child, White,0,40, United-States, <=50K
72,16, Married-civ-spouse, Exec-managerial, Husband, White,1258,40, United-States, <=50K
51,6, Married-spouse-absent, Craft-repair, Other-relative, White,0,40, United-States, <=50K
21,5, Married-spouse-absent, Handlers-cleaners, Own-child, White,0,40, United-States, <=50K
38,10, Divorced, Sales, Unmarried, Black,0,40, United-States, <=50K
38,13, Married-civ-spouse, Prof-specialty, Wife, White,0,40, United-States, >50K
46,14, Married-civ-spouse, Prof-specialty, Husband, White,0,41, United-States, <=50K
31,13, Divorced, Exec-managerial, Unmarried, White,0,60, United-States, >50K
68,6, Separated, Other-service, Not-in-family, Black,0,90, United-States, <=50K
43,9, Married-civ-spouse, ?, Husband, White,0,40, United-States, <=50K
21,9, Never-married, Sales, Own-child, White,0,40, United-States, <=50K
44,13, Married-civ-spouse, Prof-specialty, Husband, White,0,3, United-States, <=50K
56,16, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
20,9, Never-married, ?, Own-child, White,0,12, United-States, <=50K
36,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, >50K
21,9, Never-married, Adm-clerical, Not-in-family, White,0,25, United-States, <=50K
21,10, Never-married, Protective-serv, Not-in-family, Black,0,40, United-States, >50K
52,10, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
56,16, Married-civ-spouse, Prof-specialty, Husband, White,0,70, United-States, >50K
52,13, Widowed, Other-service, Not-in-family, White,2824,20, United-States, >50K
51,13, Married-civ-spouse, Exec-managerial, Husband, White,0,25, United-States, <=50K
29,9, Divorced, Machine-op-inspct, Unmarried, White,0,40, United-States, <=50K
36,10, Never-married, Craft-repair, Not-in-family, Black,0,55, United-States, <=50K
29,9, Married-civ-spouse, Farming-fishing, Husband, White,0,55, United-States, <=50K
21,9, Never-married, Sales, Own-child, White,0,30, United-States, <=50K
58,2, Married-civ-spouse, Farming-fishing, Husband, White,0,40, United-States, <=50K
37,9, Never-married, Machine-op-inspct, Not-in-family, White,0,40, United-States, <=50K
50,10, Divorced, Craft-repair, Not-in-family, Black,0,45, United-States, <=50K
30,9, Never-married, Handlers-cleaners, Not-in-family, White,0,50, Germany, <=50K
29,9, Never-married, Farming-fishing, Own-child, Black,0,30, United-States, <=50K
48,9, Married-civ-spouse, Craft-repair, Husband, White,0,40, United-States, <=50K
50,4, Married-civ-spouse, Farming-fishing, Husband, White,0,40, United-States, <=50K
39,12, Married-civ-spouse, Adm-clerical, Wife, White,0,25, United-States, >50K
35,15, Married-civ-spouse, Prof-specialty, Husband, White,0,55, United-States, <=50K
54,9, Married-civ-spouse, Tech-support, Husband, White,0,25, United-States, >50K
24,9, Married-civ-spouse, Other-service, Wife, White,0,25, United-States, <=50K
20,9, Never-married, Handlers-cleaners, Other-relative, White,0,45, United-States, <=50K
30,10, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo,0,55, United-States, >50K
19,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander,0,30, United-States, <=50K
26,9, Never-married, Sales, Not-in-family, Black,0,40, United-States, <=50K
38,9, Married-civ-spouse, Sales, Husband, White,1977,99, United-States, >50K
25,10, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
33,10, Divorced, Craft-repair, Unmarried, White,0,50, United-States, <=50K
60,13, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
30,10, Never-married, Handlers-cleaners, Not-in-family, White,0,40, United-States, <=50K
30,13, Never-married, Prof-specialty, Not-in-family, White,0,40, United-States, <=50K
19,4, Never-married, Other-service, Not-in-family, White,0,40, United-States, <=50K
23,9, Never-married, Craft-repair, Own-child, White,0,40, United-States, <=50K
27,10, Married-civ-spouse, Prof-specialty, Husband, White,0,40, United-States, >50K
20,10, Never-married, ?, Not-in-family, White,0,40, United-States, <=50K
39,12, Married-civ-spouse, Protective-serv, Husband, White,0,52, United-States, <=50K
